student_id,cate_hat,cate_se
S201801627,0.1022,0.0141
S201801630,0.1021,0.0142
S201801633,0.1519,0.0105
S201801636,0.1072,0.0102
S201801639,0.0918,0.0153
S201801642,0.0647,0.0148
S201801645,0.0423,0.0158
S201801648,0.1226,0.0154
S201801651,0.0854,0.0151
S201801654,0.1306,0.0154
S201801657,0.0535,0.0148
S201801660,0.0845,0.0122
S201801663,0.1056,0.0107
S201801666,0.1414,0.0143
S201801669,0.1211,0.0156
S201801672,0.0297,0.0114
S201801675,0.0664,0.0157
S201801678,0.1123,0.0124
S201801681,0.0577,0.0114
S201801684,0.0406,0.0159
S201801687,0.1398,0.0151
S201801690,0.1234,0.0139
S201801693,0.0275,0.0121
S201801696,0.0854,0.0145
S201801699,0.1548,0.0116
S201801702,0.0473,0.0116
S201801705,0.0702,0.011
S201801708,0.093,0.0128
S201801711,0.0434,0.0138
S201801714,0.0519,0.0139
S201801717,0.0564,0.0106
S201801720,0.1387,0.013
S201801723,0.0677,0.0158
S201801726,0.0811,0.0137
S201801729,0.0601,0.0129
S201801732,0.1129,0.0143
S201801735,0.1074,0.0125
S201801738,0.0314,0.0136
S201801741,0.1054,0.0122
S201801744,0.0987,0.011
S201801747,0.0296,0.0138
S201801750,0.0522,0.0119
S201801753,0.1422,0.0108
S201801756,0.0935,0.0141
S201801759,0.0724,0.0114
S201801762,0.0599,0.0152
S201801765,0.0776,0.0134
S201801768,0.0433,0.0144
S201801771,0.0563,0.0145
S201801774,0.1723,0.0147
S201801777,0.047,0.0115
S201801780,0.048,0.0157
S201801783,0.0296,0.0107
S201801786,0.0538,0.0101
S201801789,0.101,0.0122
S201801792,0.0922,0.0139
S201801795,0.1228,0.0123
S201801798,0.1228,0.0121
S201801801,0.1556,0.0117
S201801804,0.0332,0.0143
S201801807,0.0323,0.0125
S201801810,0.0992,0.012
S201801813,0.1574,0.0102
S201801816,0.0562,0.0127
S201801819,0.0226,0.0127
S201801822,0.1559,0.0102
S201801825,0.0414,0.0125
S201801828,0.1251,0.0151
S201801831,0.0305,0.0127
S201801834,0.0679,0.0108
S201801837,0.0731,0.0122
S201801840,0.1056,0.015
S201801843,0.0294,0.0102
S201801846,0.1185,0.012
S201801849,0.1278,0.0127
S201801852,0.0666,0.0131
S201801855,0.0992,0.0114
S201801858,0.0689,0.0103
S201801861,0.121,0.0145
S201801864,0.172,0.011
S201801867,0.1357,0.0134
S201801870,0.1422,0.014
S201801873,0.0509,0.0124
S201801876,0.0519,0.0145
S201801879,0.1516,0.0114
S201801882,0.0749,0.0143
S201801885,0.0392,0.0127
S201801888,0.1128,0.0153
S201801891,0.1879,0.014
S201801894,0.1033,0.0122
S201801897,0.0551,0.0101
S201801900,0.0475,0.0154
S201801903,0.0803,0.0112
S201801906,0.048,0.0104
S201801909,0.0432,0.0145
S201801912,0.1112,0.0118
S201801915,0.0373,0.0112
S201801918,0.166,0.0157
S201801921,0.0511,0.0115
S201801924,0.1819,0.0141
S201801927,0.0749,0.0149
S201801930,0.053,0.0112
S201801933,0.1737,0.0126
S201801936,0.0242,0.0105
S201801939,0.0985,0.0107
S201801942,0.1157,0.0143
S201801945,0.1332,0.0119
S201801948,0.0507,0.0153
S201801951,0.0748,0.0148
S201801954,0.0641,0.0126
S201801957,0.091,0.0145
S201801960,0.1052,0.0158
S201801963,0.1313,0.0115
S201801966,0.0921,0.0133
S201801969,0.1663,0.0146
S201801972,0.1635,0.0115
S201801975,0.1121,0.015
S201801978,0.1721,0.0133
S201801981,0.1242,0.0153
S201801984,0.031,0.0142
S201801987,0.1597,0.01
S201801990,0.0849,0.0136
S201801993,0.0661,0.011
S201801996,0.0622,0.0125
S201801999,0.1134,0.0115
S201802002,0.0334,0.0104
S201802005,0.1581,0.0114
S201802008,0.0894,0.011
S201802011,0.1226,0.0131
S201802014,0.1264,0.0125
S201802017,0.1023,0.0136
S201802020,0.1264,0.0127
S201802023,0.0378,0.0146
S201802026,0.0258,0.0145
S201802029,0.1203,0.0109
S201802032,0.0513,0.0128
S201802035,0.1757,0.0142
S201802038,0.0768,0.0141
S201802041,0.0399,0.0114
S201802044,0.0573,0.0154
S201802047,0.0433,0.0119
S201802050,0.1158,0.012
S201802053,0.1382,0.0154
S201802056,0.0344,0.0155
S201802059,0.0544,0.0102
S201802062,0.1245,0.0101
S201802065,0.1219,0.0146
S201802068,0.1459,0.0148
S201802071,0.0374,0.0145
S201802074,0.1746,0.0119
S201802077,0.0958,0.0144
S201802080,0.0543,0.0139
S201802083,0.0766,0.0138
S201802086,0.046,0.0147
S201802089,0.1213,0.0153
S201802092,0.0322,0.015
S201802095,0.0298,0.0101
S201802098,0.15,0.0157
S201802101,0.0822,0.0135
S201802104,0.1223,0.0138
S201802107,0.071,0.0128
S201802110,0.095,0.0148
S201802113,0.1692,0.016
S201802116,0.1292,0.0117
S201802119,0.0247,0.0157
S201802122,0.1031,0.0121
S201802125,0.0633,0.0104
S201802128,0.0468,0.0105
S201802131,0.0727,0.0119
S201802134,0.1428,0.0109
S201802137,0.0733,0.0113
S201802140,0.1129,0.0109
S201802143,0.0371,0.0149
S201802146,0.0806,0.0143
S201802149,0.0415,0.0107
S201802152,0.173,0.0121
S201802155,0.0636,0.0157
S201802158,0.1648,0.012
S201802161,0.0805,0.0145
S201802164,0.0448,0.0157
S201802167,0.0658,0.0102
S201802170,0.1137,0.0128
S201802173,0.1047,0.0129
S201802176,0.0497,0.0149
S201802179,0.0704,0.0131
S201802182,0.05,0.0157
S201802185,0.0412,0.0135
S201802188,0.063,0.0131
S201802191,0.1196,0.0139
S201802194,0.0542,0.0108
S201802197,0.0871,0.0111
S201802200,0.0638,0.0137
S201802203,0.0898,0.0156
S201802206,0.1479,0.0155
S201802209,0.1013,0.0119
S201802212,0.0248,0.0155
S201802215,0.0486,0.0141
S201802218,0.0409,0.0159
S201802221,0.0423,0.0149
S201802224,0.0338,0.0156
S201802227,0.0197,0.0143
S201802230,0.0526,0.0125
S201802233,0.0915,0.0121
S201802236,0.1082,0.0117
S201802239,0.0487,0.0126
S201802242,0.0545,0.0123
S201802245,0.1172,0.0123
S201802248,0.0877,0.0118
S201802251,0.1551,0.0147
S201802254,0.0969,0.0148
S201802257,0.0646,0.0147
S201802260,0.0507,0.0118
S201802263,0.0595,0.0128
S201802266,0.0351,0.0152
S201802269,0.038,0.0144
S201802272,0.0184,0.0117
S201802275,0.1038,0.0117
S201802278,0.0896,0.0114
S201802281,0.034,0.0113
S201802284,0.0392,0.0146
S201802287,0.088,0.0119
S201802290,0.1281,0.0155
S201802293,0.1071,0.0123
S201802296,0.102,0.0114
S201802299,0.0512,0.0133
S201802302,0.069,0.0154
S201802305,0.0298,0.0107
S201802308,0.0722,0.0125
S201802311,0.1256,0.0159
S201802314,0.0601,0.0157
S201802317,0.0571,0.0128
S201802320,0.0578,0.0151
S201802323,0.0526,0.0124
S201802326,0.0227,0.0124
S201802329,0.0812,0.015
S201802332,0.0914,0.0115
S201802335,0.1173,0.011
S201802338,0.0345,0.0152
S201802341,0.1114,0.0153
S201802344,0.0397,0.0124
S201802347,0.0519,0.0124
S201802350,0.0286,0.0135
S201802353,0.0607,0.0134
S201802356,0.065,0.0154
S201802359,0.0478,0.013
S201802362,0.0386,0.0116
S201802365,0.0297,0.0137
S201802368,0.0827,0.0109
S201802371,0.0362,0.0106
S201802374,0.1052,0.0106
S201802377,0.1045,0.0129
S201802380,0.0455,0.0122
S201802383,0.0724,0.0152
S201802386,0.0555,0.0123
S201802389,0.0499,0.0123
S201802392,0.108,0.0114
S201802395,0.0244,0.0127
S201802398,0.0635,0.0142
S201802401,0.0619,0.0139
S201802404,0.1768,0.0139
S201802407,0.0602,0.0143
S201802410,0.0541,0.0141
S201802413,0.1042,0.016
S201802416,0.1094,0.0109
S201802419,0.0817,0.0126
S201802422,0.1803,0.0109
S201802425,0.1219,0.016
S201802428,0.1233,0.0133
S201802431,0.0977,0.0102
S201802434,0.1677,0.0111
S201802437,0.102,0.0131
S201802440,0.0926,0.0137
S201802443,0.0588,0.0114
S201802446,0.1547,0.0144
S201802449,0.1243,0.0129
S201802452,0.0489,0.0158
S201802455,0.0489,0.0109
S201802458,0.1215,0.0152
S201802461,0.0708,0.0136
S201802464,0.0599,0.0102
S201802467,0.1023,0.0139
S201802470,0.1075,0.0145
S201802473,0.0298,0.0111
S201802476,0.0633,0.0125
S201802479,0.0347,0.0107
S201802482,0.0871,0.0118
S201802485,0.1656,0.0114
S201802488,0.1207,0.0158
S201802491,0.0623,0.0157
S201802494,0.1329,0.0133
S201802497,0.1014,0.0102
S201802500,0.0331,0.0141
S201802503,0.1281,0.0149
S201802506,0.1962,0.0123
S201802509,0.0729,0.013
S201802512,0.0538,0.0109
S201802515,0.14,0.0111
S201802518,0.0303,0.016
S201802521,0.0427,0.0133
S201802524,0.0469,0.0107
S201802527,0.1158,0.0156
S201802530,0.1155,0.011
S201802533,0.0827,0.0146
S201802536,0.0647,0.0102
S201802539,0.108,0.015
S201802542,0.1249,0.0155
S201802545,0.0373,0.0151
S201802548,0.1599,0.0135
S201802551,0.1279,0.0127
S201802554,0.0627,0.0142
S201802557,0.1316,0.015
S201802560,0.1837,0.0112
S201802563,0.0905,0.015
S201802566,0.1804,0.0151
S201802569,0.0566,0.016
S201802572,0.0379,0.0159
S201802575,0.0492,0.0125
S201802578,0.0607,0.0147
S201802581,0.1716,0.0147
S201802584,0.1146,0.0152
S201802587,0.1332,0.0157
S201802590,0.04,0.0114
S201802593,0.1137,0.0154
S201802596,0.1149,0.0136
S201802599,0.0924,0.0101
S201802602,0.1142,0.014
S201802605,0.0698,0.0131
S201802608,0.0693,0.0114
S201802611,0.059,0.0106
S201802614,0.1237,0.0113
S201802617,0.1024,0.0102
S201802620,0.0896,0.0132
S201802623,0.2107,0.01
S201802626,0.0603,0.0137
S201802629,0.0374,0.015
S201802632,0.0349,0.0104
S201802635,0.096,0.0131
S201802638,0.0804,0.0155
S201802641,0.0729,0.0125
S201802644,0.1377,0.0136
S201802647,0.112,0.0102
S201802650,0.0733,0.0129
S201802653,0.124,0.0141
S201802656,0.0509,0.0107
S201802659,0.0843,0.0129
S201802662,0.098,0.015
S201802665,0.1039,0.0124
S201802668,0.1404,0.0128
S201802671,0.054,0.0136
S201802674,0.0277,0.0152
S201802677,0.1194,0.0144
S201802680,0.0963,0.0147
S201802683,0.06,0.0147
S201802686,0.061,0.0102
S201802689,0.0741,0.0139
S201802692,0.1119,0.0159
S201802695,0.0594,0.0143
S201802698,0.1658,0.0127
S201802701,0.0693,0.0155
S201802704,0.0388,0.0148
S201802707,0.1139,0.0101
S201802710,0.0962,0.0103
S201802713,0.0596,0.0159
S201802716,0.177,0.0145
S201802719,0.0723,0.0135
S201802722,0.0707,0.0133
S201802725,0.0462,0.0112
S201802728,0.0287,0.0107
S201802731,0.0568,0.0105
S201802734,0.0909,0.0144
S201802737,0.0341,0.0102
S201802740,0.1371,0.014
S201802743,0.0529,0.0118
S201802746,0.0109,0.0136
S201802749,0.1145,0.0133
S201802752,0.0335,0.0131
S201802755,0.0304,0.0114
S201802758,0.0605,0.0129
S201802761,0.1658,0.0141
S201802764,0.0706,0.0155
S201802767,0.067,0.0108
S201802770,0.1223,0.0121
S201802773,0.0189,0.0112
S201802776,0.0903,0.0148
S201802779,0.1218,0.0147
S201802782,0.0979,0.0138
S201802785,0.0409,0.0136
S201802788,0.1115,0.0157
S201802791,0.198,0.0135
S201802794,0.1741,0.0136
S201802797,0.1068,0.0143
S201802800,0.0466,0.0145
S201802803,0.061,0.0108
S201802806,0.144,0.0155
S201802809,0.1131,0.0133
S201802812,0.1378,0.0157
S201802815,0.1076,0.0137
S201802818,0.0708,0.0108
S201802821,0.1472,0.014
S201802824,0.0883,0.0142
S201802827,0.0951,0.0136
S201802830,0.0294,0.0122
S201802833,0.1237,0.0108
S201802836,0.1418,0.011
S201802839,0.0588,0.0127
S201802842,0.0622,0.0134
S201802845,0.1402,0.0104
S201802848,0.0898,0.0102
S201802851,0.0495,0.0101
S201802854,0.0847,0.0122
S201802857,0.0835,0.0119
S201802860,0.1294,0.0142
S201802863,0.1218,0.0155
S201802866,0.1141,0.0141
S201802869,0.162,0.0134
S201802872,0.1076,0.0117
S201802875,0.0339,0.0118
S201802878,0.0528,0.0104
S201802881,0.1075,0.0157
S201802884,0.0517,0.0156
S201802887,0.113,0.0146
S201802890,0.0387,0.0144
S201802893,0.0486,0.0147
S201802896,0.0515,0.0152
S201802899,0.1126,0.0102
S201802902,0.0491,0.0143
S201802905,0.0399,0.0123
S201802908,0.1609,0.0136
S201802911,0.0401,0.0137
S201802914,0.0734,0.0138
S201802917,0.1429,0.0122
S201802920,0.0495,0.0143
S201802923,0.0662,0.015
S201802926,0.0472,0.0147
S201802929,0.1952,0.0121
S201802932,0.097,0.0111
S201802935,0.0537,0.0143
S201802938,0.1153,0.0108
S201802941,0.0517,0.0159
S201802944,0.0404,0.0155
S201802947,0.1048,0.0146
S201802950,0.0665,0.0145
S201802953,0.0181,0.0118
S201802956,0.0849,0.0109
S201802959,0.0931,0.0123
S201802962,0.059,0.012
S201802965,0.1083,0.0149
S201802968,0.0705,0.0122
S201802971,0.0123,0.0143
S201802974,0.1665,0.01
S201802977,0.0574,0.01
S201802980,0.0527,0.0124
S201802983,0.0518,0.0125
S201802986,0.1341,0.013
S201802989,0.177,0.0123
S201802992,0.0832,0.0125
S201802995,0.0377,0.0102
S201802998,0.0682,0.0109
S201803001,0.1158,0.0117
S201803004,0.1161,0.0147
S201803007,0.0581,0.0116
S201803010,0.1178,0.0152
S201803013,0.0308,0.0117
S201803016,0.1773,0.0134
S201803019,0.0958,0.0148
S201803022,0.0719,0.0102
S201803025,0.0937,0.0124
S201803028,0.1244,0.0126
S201803031,0.0449,0.015
S201803034,0.0882,0.0139
S201803037,0.1482,0.0137
S201803040,0.0687,0.0153
S201803043,0.0603,0.0141
S201803046,0.181,0.0107
S201803049,0.0626,0.0132
S201803052,0.0264,0.0121
S201803055,0.1144,0.0124
S201803058,0.1416,0.0101
